App,ID,Author,Date,Rating,Helpful Count,Review,,,,
,86,E. G.,30-Aug-20,1,27," Your new editor both on laptop & phone is absolute S@#$&. I've been with the site a 1 & 1/2 years, no problems with old editor. A kid could blog. Now this one's taken away even the font colour palette, do we look like Michelangelo to be bloody mixing fonts when we type? NOTHING is intuitive on it or...Full ReviewYour new editor both on laptop & phone is absolute S@#$&. I've been with the site a 1 & 1/2 years, no problems with old editor. A kid could blog. Now this one's taken away even the font colour palette, do we look like Michelangelo to be bloody mixing fonts when we type? NOTHING is intuitive on it or set within easy reach. For all the bloggers who don't need a business site we can't even install a plug-in to get rid of this trash. F+ trash update for real. It SUCKS!",,,,
,87,The Whiz Kid,3-Sep-20,4,12," I have been using this application for years now. What feels like two years to be exact. It enables me a chance to write, which is something I have always loved doing and share my experiences and perspectives with the world. Anyone who just happens to stumble upon the content, I would hope finds the...Full ReviewI have been using this application for years now. What feels like two years to be exact. It enables me a chance to write, which is something I have always loved doing and share my experiences and perspectives with the world. Anyone who just happens to stumble upon the content, I would hope finds the topics of use, interesting and thought provoking : D",,,,
,88,Christopher,5-Sep-20,1,62," App can't open posts written with classic blocks. Posts still being set to a backdate by default (I can literally reproduce this behavior with EVERY SINGLE POST). No functionality for duplicate title slug detection. This literally gets worse with every ""update"". I miss the days where I could just us...Full ReviewApp can't open posts written with classic blocks. Posts still being set to a backdate by default (I can literally reproduce this behavior with EVERY SINGLE POST). No functionality for duplicate title slug detection. This literally gets worse with every ""update"". I miss the days where I could just use this app and it did what it was supposed to. One of the most consistently unreliable apps I've ever used.",,,,
,89,Fernando Situmeang,25-Sep-20,5,1," Good 👍 apps the customer service always ready with quick response and solutions to my problems, thankfull",,,,
,90,treana Bumpers,2-Oct-20,3,0, This site is super easy to navigate and the price for the subscription is cheap.,,,,
,91,Patrick,28-Aug-20,2,13, Every time this app accesses my website the website goes down for hours at a time can't post can't even look at my website that app is worthless!!! Don't use it nothing but trouble!!! Well I'm impressed that they got back to me so quick I hope they can figure out what's going on I would really like ...Full ReviewEvery time this app accesses my website the website goes down for hours at a time can't post can't even look at my website that app is worthless!!! Don't use it nothing but trouble!!! Well I'm impressed that they got back to me so quick I hope they can figure out what's going on I would really like to use the app all increase it to two stars just for the fact that they actually got back to me. Thank you,,,,
,92,Smiley J. Black,27-Aug-20,1,14," Problems began immediately after installation. I launched the app, signed in, but when I attempted to access my WordPress site, the app returned the following error: ""Couldn't connect. Required XML-RPC methods are missing on the server."" My site is hosted by Bluehost and everything works perfectly e...Full ReviewProblems began immediately after installation. I launched the app, signed in, but when I attempted to access my WordPress site, the app returned the following error: ""Couldn't connect. Required XML-RPC methods are missing on the server."" My site is hosted by Bluehost and everything works perfectly everywhere (Windows, ios, android) except this app.",,,,
,93,Avi Meshar,23-Aug-20,1,20," Bad experience so far. Refuses to log me in on my android to known sites, and at the same time, I can login just fine using the browser! Broken code? Had bad experiences in the past, and stopped using this app for 2-3 years. Now, coming back, right ""out of the box"" a failure like above. Yeeeech...",,,,
,94,Prasad Ravindranath,7-Sep-20,4,0," I have been using the Perennial theme for my blog, which has a html provision for a two-line drop case. But ever since the Block editor has become the default setting, four lines get indented though it is two-line drop case, making the post appear a bit clumsy. Could you please help me fix this. Tha...Full ReviewI have been using the Perennial theme for my blog, which has a html provision for a two-line drop case. But ever since the Block editor has become the default setting, four lines get indented though it is two-line drop case, making the post appear a bit clumsy. Could you please help me fix this. Thanks.",,,,
,95,Tony Pepena,23-Sep-20,1,0, Man I was doing up a website spent hours on it and then it didnt save all the updates it automatically went back to same page all my work lost.,,,,
,96,Jan Steele,29-Aug-20,1,16," I have had 3 wordpress sites, for the past 3years. Non of them work properly. My logos appear on different sites depending on whether I am using my laptop or my mobile. Cant log in at all from my tablet. Says I am not authourised to log in. Published a blog last week on 1 site, which was a nightmare...Full ReviewI have had 3 wordpress sites, for the past 3years. Non of them work properly. My logos appear on different sites depending on whether I am using my laptop or my mobile. Cant log in at all from my tablet. Says I am not authourised to log in. Published a blog last week on 1 site, which was a nightmare. Photos wouldnt load, text wouldnt save. Was only published to FB & twitter, Cannot reblog, and twitter link keeps dissapearing along with linkedin link. I moved from 1&1 because of problems.",,,,
